0.86879 1.70846
1.35445 0.902952
0.712125 2.73109
0.705232 2.83674
0.411775 2.43779
0.708606 2.78499
0.457158 2.82675
1.79369 3.02075
1.02688 3.64784
0.335815 2.73412
0.0412959 3.89582
0.522228 3.62865
0.18876 3.88096
0.0350144 3.95747
0.84637 1.6097
1.02556 3.6342
0.488069 3.21472
0.77647 1.87888
1.18608 3.27297
0.658483 3.50795
0.950532 2.63532
0.943986 2.54147
0.244198 3.90224
1.57407 2.97767
0.60714 3.95456
0.226661 3.98907
0.434671 2.59351
0.874697 1.74849
0.00437107 3.89512
0.164989 3.64633
0.835786 1.594
1.61464 3.54591
0.38792 2.39125
0.743952 2.26436
0.799485 1.69577
0.197693 3.94134
1.04956 3.84554
1.45978 1.21304
0.611368 3.93495
0.579168 3.99563
0.433103 2.57986
0.98216 3.09132
0.773613 1.90734
0.727987 2.49184
0.627509 3.82946
1.30056 1.44943
1.25788 2.10746
1.04135 3.78231
0.841272 1.59959
1.37479 0.814169
0.293339 3.32016
1.79675 2.96878
0.618046 3.89706
0.669188 3.36801
0.479857 3.10862
0.693309 3.01867
0.273056 3.60251
0.131212 3.28631
0.556057 3.91345
0.673153 3.31337
0.0323304 3.97623
0.896603 1.9423
1.87404 1.49402
0.662868 3.45208
0.723258 2.56221
0.16852 3.68584
0.409065 2.42616
0.463527 2.90274
0.498683 3.35051
0.488586 3.22138
0.613411 3.92424
0.199882 3.95311
0.105941 3.18098
1.27904 1.76506
1.41788 0.86581
1.09089 3.99989
0.032088 3.97768
0.216877 3.99982
0.0463207 3.83225
0.929803 2.34409
0.993974 3.25385
0.027076 3.99755
0.829929 1.59413
0.603022 3.97034
0.644541 3.66991
0.523774 3.64513
0.507313 3.4574
0.358537 2.51388
0.186898 3.86606
1.58324 3.11919
0.491065 3.25333
0.621779 3.8723
0.370073 2.44223
0.939113 2.47256
0.950351 2.63271
1.16923 3.49728
1.05959 3.90897
0.366618 2.46059
1.6231 3.64131
1.53969 2.41096
